title,author,link
IMPLEMENTASI  METODE USABILITY TESTING DENGAN SYSTEM USABILITY SCALE DALAM PENILAIAN WEBSITE RS SILOAM PALEMBANG,Nurul Huda,http://klik.ulm.ac.id/index.php/klik/article/view/177
PEMODELAN SISTEM INFORMASI LAYANAN MASYARAKAT (SILAM) PADA KANTOR DESA UNTUK MENINGKATKAN PELAYANAN,"Eri Bayu Pratama,Ade Hendini",http://klik.ulm.ac.id/index.php/klik/article/view/178
SDLC MODEL FOR IMPLEMENTATION OF E-BLANGKO ON DEPARTMENT OF POPULATION AND CIVIL REGISTRATION,"Handha Zenita,Rina Fiati",http://klik.ulm.ac.id/index.php/klik/article/view/179
PENGUKURAN TINGKAT KEMIRIPAN DOKUMEN BERBASIS CLUSTER,"Ibnu Santoso,Lya Hulliyyatus Suadaa",http://klik.ulm.ac.id/index.php/klik/article/view/181
APLIKASI MOBILE STUDENT ASSISTANT PRODI SISTEM INFORMASI DI STMIK INDONESIA PADANG BERBASIS ANDROID,Amuharnis Chaniago,http://klik.ulm.ac.id/index.php/klik/article/view/188
PENERAPAN METODE ALGORITMA ID3 UNTUK PREDIKSI DIAGNOSA GAGAL GINJAL KRONIS (STUDI KASUS: RSUD SEKARWANGI SUKABUMI),Rusda Wajhillah,http://klik.ulm.ac.id/index.php/klik/article/view/211
DEMPSTER SHAFER'S ROLE IN THE EXPERT SYSTEM IN DIAGNOSING PET SKIN DISEASES,"Gita Malinda,Andi Farmadi,Muliadi Aziz",http://klik.ulm.ac.id/index.php/klik/article/view/216
MODEL JARINGAN SYARAF TIRUAN DALAM MEMPREDIKSI PENDAPATAN PERKAPITA MASYARAKAT PERKOTAAN PADA GARIS KEMISKINAN BERDASARKAN PROPINSI,"Solikhun Solikhun,Ahmad Revi,Syahrul Ramadan,Rina Novita Sari",http://klik.ulm.ac.id/index.php/klik/article/view/136
RANCANG BANGUN APLIKASI UNTUK MEMPREDIKSI STATUS GIZI BALITA,Muhammad Nurtanzis Sutoyo,http://klik.ulm.ac.id/index.php/klik/article/view/140
MODEL ARSITEKTUR NEURAL NETWORK DENGAN BACKPROPOGATION PADA PREDIKSI TOTAL LABA RUGI KOMPREHENSIF BANK UMUM KONVENSIONAL,"Agus Perdana Windarto,Muhammad Ridwan Lubis,Solikhun Solikhun",http://klik.ulm.ac.id/index.php/klik/article/view/148
OPTIMASI PENDISTRIBUSIAN BARANG FARMASI MENGGUNAKAN ALGORITMA GENETIKA,"Febri Ramadhani,Ficry Agam Fathurrachman,Restu Fitriawanti,Angki Christiawan Rongre,Vivi Nur Wijayaningrum",http://klik.ulm.ac.id/index.php/klik/article/view/151
IMPLEMENTASI ALGORITMA BACKPROPAGATION UNTUK MEMPREDIKSI KELULUSAN MAHASISWA,Muhammad Dedek Yalidhan,http://klik.ulm.ac.id/index.php/klik/article/view/152
PREDIKSI PROFIT PADA PERUSAHAAN DENGAN KLASIFIKASI ALGORITMA C4.5,Erlin Elisa,http://klik.ulm.ac.id/index.php/klik/article/view/153
PENERAPAN METODE K-MEANS UNTUK PEMETAAN CALON PENERIMA JAMKESDA,"M. Nanda Variestha Waworuntu,Muhammad Faisal Amin",http://klik.ulm.ac.id/index.php/klik/article/view/157
RANCANG BANGUN ALAT UKUR PANJANG KAKI DAN PENENTU STOK SEPATU YANG TERSEDIA SECARA DIGITAL MENGGUNAKAN ARDUINO MEGA 2560 BERBASIS WEBSITE,"Asep Hermawan,Abdul Muid,Irma Nirmala",http://klik.ulm.ac.id/index.php/klik/article/view/169
THE APPLICATION OF UML IN THE PROTOTYPE OF DESIGN EXPERT SYSTEM FOR THE DIAGNOSIS OF CHILI DISEASES AND PESTS,"Muliadi Aziz,Irwan Budiman,Antar Sofyan",http://klik.ulm.ac.id/index.php/klik/article/view/175
IMPLEMENTASI FUZZY SUGENO UNTUK MENENTUKAN  KESESUAIAN TANAMAN KELAPA SAWIT PADA LAHAN GAMBUT,"Andi Farmadi,Ichsan Ridwan,Dwi Kartini",http://klik.ulm.ac.id/index.php/klik/article/view/176
ANALYTICAL HIERARCHY PROCESS DAN FUZZY TOPSIS PADA SISTEM PENDUKUNG KEPUTUSAN PROMOSI JABATAN PADA PT.BANDAR MADANI 165,Andi Supriadi Chan,http://klik.ulm.ac.id/index.php/klik/article/view/94
PERANCANGAN WEBSITE PROMOSI WISATA DAN RENTAL MOBIL PADA BINTAN INTERNAL RENTAL,Nurul Azwanti,http://klik.ulm.ac.id/index.php/klik/article/view/95
PENERAPAN DATA MINING UNTUK ANALISIS POLA PEMBELIAN KONSUMEN DENGAN ALGORITMA FP-GROWTH PADA DATA TRANSAKSI PENJUALAN SPARE PART MOTOR,"Algifanri Maulana,Alfannisa Annurullah Fajrin",http://klik.ulm.ac.id/index.php/klik/article/view/100
MODEL PENENTUAN SISTEM JARINGAN AIR BERSIH UNTUK MITIGASI BENCANA KEBAKARAN PERKOTAAN DENGAN SISTEM PAKAR BERBASIS SISTEM INFORMASI GEOGRAFIS,SABRILLAH TARIDALA,http://klik.ulm.ac.id/index.php/klik/article/view/113
PEMODELAN SISTEM INFORMASI MONITORING INVENTORY SEKRETARIAT DAERAH KABUPATEN MUSI BANYUASIN,Usman Ependi,http://klik.ulm.ac.id/index.php/klik/article/view/124
PENERAPAN JARINGAN SARAF TIRUAN DALAM MEMPREDIKSI JUMLAH KEMISKINAN PADA KABUPATEN/KOTA DI PROVINSI RIAU,Anjar Wanto,http://klik.ulm.ac.id/index.php/klik/article/view/129
PEMILIHAN WISATA MENGGUNAKAN TECHNIQUE FOR ORDER PREFERENCE BY SIMILARITY TO IDEAL SOLUTION (TOPSIS) DENGAN VISUALISASI LOKASI OBJEK,Dwi Ely Kurniawan,http://klik.ulm.ac.id/index.php/klik/article/view/132
APLIKASI SISTEM PAKAR BERBASIS WEB UNTUK MENDIAGNOSA PENYAKIT SYARAF PUSAT DENGAN METODE FORWARD CHAINING,Daniel Alexander Octavianus Turang,http://klik.ulm.ac.id/index.php/klik/article/view/133
SISTEM PENDUKUNG KEPUTUSAN PENYALURAN CALON TENAGA KERJA PADA BURSA KERJA KHUSUS (BKK) MENGGUNAKAN METODE ANALYTICAL HIERARCHY PROCESS,"Dhamang Mahindra Prihantoko,sutikno sutikno",http://klik.ulm.ac.id/index.php/klik/article/view/125
ANALISIS DIAGNOSA PENYAKIT  TANAMAN PADI DENGAN METODE FUZZY INFERENCE SYSTEM DAN CERTAINTY FACTOR,Muliadi Muliadi,http://klik.ulm.ac.id/index.php/klik/article/view/135
OPTIMASI MULTI TRAVELLING SALESMAN PROBLEM (M-TSP) UNTUK DISTRIBUSI PRODUK PADA HOME INDUSTRI TEKSTIL DENGAN ALGORITMA GENETIKA,"Agung Mustika Rizki,Wayan Firdaus Mahmudy,Gusti Eka Yuliastuti",http://klik.ulm.ac.id/index.php/klik/article/view/86
PENERAPAN METODE FORWARD CHAINING DAN CERTAINTY FACTOR PADA SISTEM PAKAR DIAGNOSA HAMA ANGGREK COELOGYNE PANDURATA,"Doddy Teguh Yuwono,Abdul Fadlil,Sunardi Sunardi",http://klik.ulm.ac.id/index.php/klik/article/view/89
MOBILE APPLICATION SISTEM MONITORING KONDISI PASIEN SERANGAN JANTUNG BERBASIS GOOGLE MAPS DAN ANDROID,"Musfirah Putri Lukman,Hendra Surasa",http://klik.ulm.ac.id/index.php/klik/article/view/97
PENERAPAN ALGORITMA C4.5 UNTUK PREDIKSI PENGGUNAAN JENIS KONTRASEPSI BERBASIS WEB,"Rusda Wajhillah,Ita Yulianti",http://klik.ulm.ac.id/index.php/klik/article/view/98
SELEKSI ATRIBUT PADA ALGORITMA C4.5 MENGGUNAKAN GENETIK ALGORITMA DAN BAGGING UNTUK ANALISA KELAYAKAN PEMBERIAN KREDIT,Saeful Bahri,http://klik.ulm.ac.id/index.php/klik/article/view/99
JARINGAN SARAF TIRUAN DALAM MEMPREDIKSI SUKUK NEGARA RITEL BERDASARKAN KELOMPOK PROFESI DENGAN BACKPROPOGATION DALAM MENDORONG LAJU PERTUMBUHAN EKONOMI,"Agus Perdana Windarto,Solikhun Solikhun,Handrizal Handrizal,M Fauzan",http://klik.ulm.ac.id/index.php/klik/article/view/90
IMPLEMENTASI METODE KOHONEN UNTUK PREDIKSI CURAH HUJAN (STUDI KASUS : KOTA PONTIANAK),Fatma Agus Setyanngsih,http://klik.ulm.ac.id/index.php/klik/article/view/105
FUZZY DAN DEMPSTER-SHAFER PADA SISTEM PAKAR DIAGNOSA PENYAKIT TANAMAN CABAI,"Muliadi Muliadi,Irwan Budiman,Muhammad Adhitya Pratama,Antar Sofyan",http://klik.ulm.ac.id/index.php/klik/article/view/116
SISTEM FUZZY LOGIC TERTANAM PADA MIKROKONTROLER UNTUK PENYIRAMAN TANAMAN PADA RUMAH KACA,"Andi Farmadi,Dodon T Nugrahadi,Fatma Indriani,Oni Soesanto",http://klik.ulm.ac.id/index.php/klik/article/view/121
IMPLEMENTASI FUZZY TSUKAMOTO DALAM PENENTUAN KESESUAIAN LAHAN UNTUK TANAMAN KARET DAN KELAPA SAWIT,"Maya Yusida,Dwi Kartini,Radityo Adi Nugroho,Muliadi Muliadi",http://klik.ulm.ac.id/index.php/klik/article/view/115
SISTEM INFORMASI PENJUALAN TAS  BERBASIS WEB DENGAN PEMODELAN UML,Nurul Azwanti,http://klik.ulm.ac.id/index.php/klik/article/view/80
ANALISIS KUANTITATIF PORI BERDASARKAN PENGOLAHAN CITRA MENGGUNAKAN WOLFRAM MATHEMATICA,Yuant Tiandho,http://klik.ulm.ac.id/index.php/klik/article/view/65
APLIKASI KRIPTOGRAFI PESAN SHORT MESSAGE SERVICE PADA SMARTPHONE BERBASIS ANDROID DENGAN METODE PLAYFAIR CIPHER,"Heliza Rahmania Hatta,Mohamad Ardi,Septya Maharani",http://klik.ulm.ac.id/index.php/klik/article/view/66
PENGGUNAAN METODE ANALYTICAL HIERARCHY PROCESS DALAM PEMILIHAN LOKASI  MANGROVE PARK,Mustika Mustika,http://klik.ulm.ac.id/index.php/klik/article/view/67
IMPELEMENTASI SEMI-SUPERVISED LEARNING PADA PERSONALIZED ASTHMA MANAGEMENT SYSTEM,"Cut Fiarni,Evasaria Magdalena Sipayung,Kevin Barry Moningka",http://klik.ulm.ac.id/index.php/klik/article/view/69
IMPLEMENTASI WEIGHT PRODUCT MODEL (WPM) DALAM MENENTUKAN PEMILIHAN SEPEDA MOTOR SPORT BERBASIS SPK,Muhammad Noor Hasan Siregar,http://klik.ulm.ac.id/index.php/klik/article/view/72
PERBANDINGAN METODE WEIGHTED PRODUCT DAN WEIGHTED SUM MODEL DALAM PEMILIHAN PERGURUAN SWASTA TERBAIK JURUSAN KOMPUTER,Solikhun Solikhun,http://klik.ulm.ac.id/index.php/klik/article/view/75
IMPLEMENTASI METODE TOPSIS DAN SAW DALAM MEMBERIKAN REWARD PELANGGAN,Agus Perdana Windarto,http://klik.ulm.ac.id/index.php/klik/article/view/73
PEMILIHAN RUMAH MENGGUNAKAN METODE WEIGHT PRODUCT DENGAN VISUALISASI LOKASI OBJEK,"Dwi Ely Kurniawan,Selly Tri Amanda",http://klik.ulm.ac.id/index.php/klik/article/view/77
MODEL HALAMAN TUNGGAL UNTUK PENINGKATAN KINERJA APLIKASI PEREKAMAN DATA PENUGASAN JABATAN STRUKTURAL,Husni Thamrin,http://klik.ulm.ac.id/index.php/klik/article/view/81
FUZZY ANALYTICAL HIERARCHY PROCESS TOPSIS UNTUK SELEKSI PADA ANGGOTA PASKIBRAKA,"Jhondy Baharsyah,Muliadi Muliadi,Dwi Kartini",http://klik.ulm.ac.id/index.php/klik/article/view/52
PERANCANGAN STRATEGI PELAYANAN BERBASIS PENGETAHUAN PADA KANTOR NOTARIS,"Sukarti Sukarti,Sri Karnila",http://klik.ulm.ac.id/index.php/klik/article/view/44
IDENTIFIKASI JENIS OBAT  BERDASARKAN GAMBAR LOGO PADA KEMASAN MENGGUNAKAN METODE NAIVE BAYES,Surya Rahayuda,http://klik.ulm.ac.id/index.php/klik/article/view/46
PENERAPAN METODE RBPNN UNTUK KLASIFIKASI KANKER PAYUDARA,"Fairudz Shahura,Oni Soesanto,Fatma Indriani",http://klik.ulm.ac.id/index.php/klik/article/view/51
PERANCANGAN DAN PENGEMBANGAN PROTOTYPE SISTEM PARKIR,"Indah Ayu Septriyaningrum,Dodon T Nugrahadi,Ichsan Ridwan",http://klik.ulm.ac.id/index.php/klik/article/view/59
PENENTUAN FITUR WEBSITE BIDANG PARIWISATA DAN KEBUDAYAAN DENGAN METODE FEATURE-ORIENTED DOMAIN ANALYSIS (FODA),"Muhammad Iqbal,Muhammad Reza Faisal,Irwan Budiman",http://klik.ulm.ac.id/index.php/klik/article/view/53
PENERAPAN USABILITY TESTING TERHADAP SISTEM INFORMASI PENYEBARAN PENYAKIT UNGGAS,"Nahdhatuzzahra Nahdhatuzzahra,Irwan Budiman,Dodon T Nugrahadi",http://klik.ulm.ac.id/index.php/klik/article/view/58
UJI EFEKTIVITAS WAKTU IMPLEMENTASI ONE CARD PATIENT SEBAGAI BUSINESS PROCESS REENGINEERING SISTEM INFORMASI KLINIK DOKTER GIGI,"Septiadi Marwan Annahar,Irwan Budiman,Radityo A Nugroho",http://klik.ulm.ac.id/index.php/klik/article/view/61
ANALYTIC NETWORK PROCESS (ANP) PADA BALANCED SCORECARD (BSC) DENGAN PENDEKATAN FUZZY,"Oni Soesanto,Muhammad Mahfuzh Shiddiq,Oktarini Oktarini",http://klik.ulm.ac.id/index.php/klik/article/view/56
PREDIKSI PERMINTAAN PRODUK MIE INSTAN DENGAN METODE FUZZY TAKAGI-SUGENO,"Ahmad Bahroini,Andi Farmadi,Radityo A Nugroho",http://klik.ulm.ac.id/index.php/klik/article/view/62
PENERAPAN FUZZY INFERENCE SYSTEM TAKAGI-SUGENO-KANG PADA SISTEM PAKAR DIAGNOSA PENYAKIT GIGI,"Lutfi Salisa Setiawati,Irwan Budiman,Oni Soesanto",http://klik.ulm.ac.id/index.php/klik/article/view/30
PENERAPAN METODE LEARNING VECTOR QUANTIZATION (LVQ) PADA PREDIKSI JURUSAN DI SMA PGRI 1 BANJARBARU,"Risky Meliawati,Oni Soesanto,Dwi Kartini",http://klik.ulm.ac.id/index.php/klik/article/view/31
FUZZY ANALYTICAL HIERARCHY PROCESS (FAHP) PADA PENERIMA BANTUAN STIMULAN PERUMAHAN SWADAYA,"Fathul Hadi,Andi Farmadi,Dwi Kartini",http://klik.ulm.ac.id/index.php/klik/article/view/32
PENENTUAN ANGGOTA ASRAMA DENGAN ITERATIVE DICHOMOTISER THREE,"Muhammad Hasan,Muliadi Aziz,Dodon T. Nugrahadi",http://klik.ulm.ac.id/index.php/klik/article/view/33
QUESTION ANSWERING SYSTEM BERBASIS ARTIFICIAL  INTELLIGENCE MARKUP LANGUAGE SEBAGAI MEDIA INFORMASI,"Fajrin Azwary,Fatma Indriani,Dodon T. Nugrahadi",http://klik.ulm.ac.id/index.php/klik/article/view/34
UJI PERFORMANSI OPENPGP PADA KOMUNIKASI DATA WEB SERVICE  BERBASIS RESTFULL,"Muhammad Zaien,Muhammad Reza Faisal,Radityo Adi Nugroho",http://klik.ulm.ac.id/index.php/klik/article/view/35
ALGORITMA BOIDS DAN LOGIKA FUZZY PADA PERGERAKAN DAN PERILAKU NON PLAYER CHARACTERS PERMAINAN BORNEO MISSION,"Nur Hidayah,Muliadi Aziz,Ichsan Ridwan",http://klik.ulm.ac.id/index.php/klik/article/view/36
ANALISIS USER EXPERIENCE UNTUK TINGKAT KETERPILIHAN SMARTPHONE ANDROID,"Fhadilla Muhammad,Radityo Adi Nugroho,Dodon T. Nugrahadi",http://klik.ulm.ac.id/index.php/klik/article/view/37
PENERAPAN METODE FUZZY C-COVERING UNTUK ANALISIS POLA PEMBELIAN PADA MINIMARKET,"Nita Arianty,Oni Soesanto,Fatma Indriani",http://klik.ulm.ac.id/index.php/klik/article/view/38
PENERAPAN METODE SUPPORT VECTOR MACHINE PADA DIAGNOSA HEPATITIS,"Raudlatul Munawarah,Oni Soesanto,Muhammad Reza Faisal",http://klik.ulm.ac.id/index.php/klik/article/view/39
ALGORITMA K-MEANS CLUSTERING DALAM PENGOLAHAN CITRA DIGITAL LANDSAT,"Nur Ridha Apriyanti,Radityo Adi Nugroho,Oni Soesanto",http://klik.ulm.ac.id/index.php/klik/article/view/22
RANCANG BANGUN APLIKASI MULTIMEDIA 3 DIMENSI MUSEUM LAMBUNG MANGKURAT BANJARBARU,"Selvia Indah Liany Abdie,Dodon T. Nugrahadi,Fatma Indriani",http://klik.ulm.ac.id/index.php/klik/article/view/23
PREFERENCE RANKING ORGANIZATION METHOD FOR ENRICHMENT EVALUATION(PROMETHEE) SEBAGAI PENUNJANG KEPUTUSAN PEMILIHAN ANGGOTA BEM FMIPA UNLAM BANJARBARU,"Megi Adhiyani,Muliadi Aziz,Dwi Kartini",http://klik.ulm.ac.id/index.php/klik/article/view/24
MELIHAT PENGARUH CUACA TERHADAP PENYAKIT DEMAM BERDARAH DI BANJARBARU MENGGUNAKAN FUZZY C-MEANS,"Muhammad Halim,Andi Farmadi,Irwan Budiman",http://klik.ulm.ac.id/index.php/klik/article/view/25
PENERAPAN K-OPTIMAL PADA ALGORITMA KNN UNTUK PREDIKSI KELULUSAN TEPAT WAKTU MAHASISWA PROGRAM STUDI ILMU KOMPUTER FMIPA UNLAM BERDASARKAN IP SAMPAI DENGAN SEMESTER 4,"Mutiara Ayu Banjarsari,Irwan Budiman,Andi Farmadi",http://klik.ulm.ac.id/index.php/klik/article/view/26
ENTROPY-BASED FUZZY AHP SEBAGAI PENDUKUNG KEPUTUSAN PENEMPATAN BIDAN DI KOTA BANJARBARU,"Siti Hatimah Rahmadaniah,Oni Soesanto,Dwi Kartini",http://klik.ulm.ac.id/index.php/klik/article/view/27
PERANCANGAN SISTEM APLIKASI TERHADAP PENENTUAN TULANG OSTEOPOROSIS PADA CITRA X-RAY TULANG PAHA DENGAN THRESHOLDING METODE OTSU,"Muhammad Angga Wiratama,Muhammad Reza Faisal,Radityo Adi Nugroho",http://klik.ulm.ac.id/index.php/klik/article/view/28
IMPLEMENTASI METODE ELECTRE PADA SISTEM PENDUKUNG KEPUTUSAN SNMPTN JALUR UNDANGAN,"Fahmi Setiawan,Fatma Indriani,Muliadi Aziz",http://klik.ulm.ac.id/index.php/klik/article/view/29
OPTIMASI LEARNING RADIAL BASIS FUNCTION NEURAL NETWORK DENGAN EXTENDED KALMAN FILTER,"Oni Soesanto,Arfan Eko Fahrudin,Dodon T. Nugrahadi",http://klik.ulm.ac.id/index.php/klik/article/view/40
PENERAPAN METODE AHP TOPSIS PADA SISTEM  PENDUKUNG KEPUTUSAN PENENTUAN TAMAN  KANAK-KANAK (TK) TERBAIK DARI DINAS  PENDIDIKAN KOTA BANJARBARU  (Studi Kasus TK di Kecamatan Banjarbaru Selatan),"Khairunnisa Khairunnisa,Andi Farmadi,Heru Candra Kartika",http://klik.ulm.ac.id/index.php/klik/article/view/12
IMPLEMENTASI INDEPENDENT T-TEST PADA APLIKASI PEMBELAJARAN MULTIMEDIA RAGAM DAN GERAK SENI TARI DAERAH KALIMANTAN SELATAN,"Baron Hidayat,Fatma Indriani,Muliadi Aziz",http://klik.ulm.ac.id/index.php/klik/article/view/14
IMPLEMENTASI â€œPICTURE DESCRIPTIONâ€ PADA APLIKASI MEDIA PEMBELAJARAN BAHASA INGGRIS,"Rizki Amelia,Dodon T. Nugrahadi,Irwan Budiman",http://klik.ulm.ac.id/index.php/klik/article/view/15
APLIKASI DATA MINING MENGGUNAKAN MULTIPLE LINEAR REGRESSION UNTUK PENGENALAN POLA CURAH HUJAN,"Irwan Budiman,Artesya Nanda Akhlakulkarimah",http://klik.ulm.ac.id/index.php/klik/article/view/16
FUZZY SIMPLE ADDITIVE WEIGHTED (F-SAW) SEBAGAI PENUNJANG KEPUTUSAN REKOMENDASI CALON PEMEGANG POLIS ASURANSI JIWA BERDASARKAN UNDERWRITING (SELEKSI RESIKO) (STUDI KASUS : ASURANSI JIWA BERSAMA (AJB) BUMIPUTERA 1912 CABANG BANJARBARU),"Hendy Setyoputro,Oni Soesanto,Dwi Kartini",http://klik.ulm.ac.id/index.php/klik/article/view/17
IMPLEMENTASI DIGITAL ASSET MANAGEMENT SYSTEM PADA WEB PORTAL KARYA SISWA JURUSAN MULTIMEDIA DI SMK NEGERI 1 MARTAPURA,"Rahmat Ramadhani,Muhammad Reza Faisal,Radityo Adi Nugroho",http://klik.ulm.ac.id/index.php/klik/article/view/18
RANCANG BANGUN APLIKASI  PENGENALAN POLA SIDIK JARI,"Ryan Wahyudi,Oni Soesanto,Muliadi Muliadi",http://klik.ulm.ac.id/index.php/klik/article/view/19
RANCANG BANGUN SISTEM PENDUKUNG KEPUTUSAN PENENTUAN KELUARGA MISKIN,"Ade Saputra,Dwi Kartini,Oni Soesanto",http://klik.ulm.ac.id/index.php/klik/article/view/20
PEMANFAATAN DATA WAREHOUSE SEBAGAI SARANA PENUNJANG PENYUSUNAN BORANG AKREDITASI STANDAR 3 DAN STANDAR 4  STUDI KASUS : FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM UNIVERSITAS LAMBUNG MANGKURAT BANJARBARU,"Julius Tunggono,Muhammad Reza Faisal,Dodon T. Nugrahadi",http://klik.ulm.ac.id/index.php/klik/article/view/21
PENCARIAN HOTEL TERDEKAT  DENGAN METODE KD-TREE DAN NEAREST  NEIGHBOR,"Efendi Mohtar,Farmadi Andi,Radityo Adi Nugroho",http://klik.ulm.ac.id/index.php/klik/article/view/1
K-MEANS UNTUK KLASIFIKASI PENYAKIT KARIES GIGI,"Novita Meisida,Oni Soesanto,Heru Kartika Candra",http://klik.ulm.ac.id/index.php/klik/article/view/2
IMPLEMENTASI METODE FUZZY C-MEANS PADA  SISTEM CLUSTERINGDATA VARIETAS PADI,"Nurjanah Nurjanah,Farmadi Andi,Fatma Indriani",http://klik.ulm.ac.id/index.php/klik/article/view/3
CLUSTERING PENENTUAN POTENSI KEJAHATAN DAERAH DI KOTA BANJARBARU DENGAN METODE K-MEANS,"Sri Rahayu,Dodon T Nugrahadi,Fatma Indriani",http://klik.ulm.ac.id/index.php/klik/article/view/7
IMPLEMENTASI METODE ALGORITMA APRIORI PADA SISTEM PENDUKUNG KEPUTUSAN ORDER BARANG,"Evi Nadya Prisilla,Andi Farmadi,Heru Kartika Chandra",http://klik.ulm.ac.id/index.php/klik/article/view/6
PERANCANGAN SISTEM PEMBAYARAN BEROBAT PASIEN DIPUSKESMAS RAWAT INAP KEDATON BANDAR LAMPUNG,Mira Febriana Sesunan,http://klik.ulm.ac.id/index.php/klik/article/view/5
PEMODELAN ALGORITMA GENETIKA PADA SISTEM PENJADWALAN PERKULIAHAN PRODI ILMU KOMPUTER UNIVERSITAS LAMBUNGMANGKURAT,Muliadi Aziz,http://klik.ulm.ac.id/index.php/klik/article/view/8
MODEL SISTEM PENDUKUNG KEPUTUSAN KELAYAKAN KREDIT SEPEDA MOTOR DI PT X FINANCE,Yahfizham Yahfizham,http://klik.ulm.ac.id/index.php/klik/article/view/9
RANCANG BANGUN APLIKASI PERMAINAN (GAMES) SEBAGAI MEDIA PEMBELAJARAN SENI DAN BUDAYA BANJAR,"Sutan Takdir Alam,Radityo Adi Nugroho,Irwan Budiman",http://klik.ulm.ac.id/index.php/klik/article/view/13
